OBJECTID,MUNI_ID,MMSD_OWNER,MUNI_FEATURE_TYPE,RIM_ELEV,SIZE,STATUS,MUNI_OWNER,MMSD_FEATURE,YEAR_RECEIVED,NOTES,X_COORD,Y_COORD
24866, ,OC,Inlet,680.79,24x24, , ,Stcbmh,2015,Square,2543261.931,327140.3004
24867, ,OC,Inlet,693.96,24x24, , ,Stcbmh,2015,Square,2543674.864,328467.5359
24868, ,OC,CB/MH,694.16,24x24, , ,Stcbmh,2015,Square,2543674.751,328496.2357
24869, ,OC,CB/MH,692.98, , , ,Stcbmh,2015, ,2543668.846,328552.9344
24870, ,OC,Inlet,693.06,24x24, , ,Stcbmh,2015,Square,2543806.052,328496.7534
24871, ,OC,Inlet,693.06,24x24, , ,Stcbmh,2015,Square,2543806.165,328468.0536
24872, ,OC,Inlet,691.56,24x24, , ,Stcbmh,2015,Square,2543837.187,328210.9354
24873, ,OC,Inlet,692.56,24x24, , ,Stcbmh,2015,Square,2543801.796,328183.5893
24874, ,OC,Inlet,692.18,24x24, , ,Stcbmh,2015,Square,2543801.914,328153.59
24875, ,OC,Inlet,686.58,24x24, , ,Stcbmh,2015,Square,2543864.858,327927.1036
24876, ,OC,Inlet,687.46,24x24, , ,Stcbmh,2015,Square,2543827.362,327927.6499
24877, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2543750.346,327834.0349
24878, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2543745.39,327777.43
24879, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2543868.719,327643.1951
24880, ,OC,Inlet,0,42, , ,Stcbmh,2015,Square,2545496.204,317042.3232
24881, ,OC,Inlet,0,42, , ,Stcbmh,2015,Square,2545242.204,317040.8869
24882, ,OC,Inlet,0,42, , ,Stcbmh,2015,Square,2544982.005,317039.4161
24883, ,OC,Inlet,0,42, , ,Stcbmh,2015,Square,2544828.905,317038.5506
24884, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523243.407,319092.4953
24885, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2523214.413,319091.9412
24886, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2522943.559,319053.6282
24887, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2522914.559,319053.5065
24888, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2522859.214,318829.8065
24889, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2523860.019,318407.4251
24890, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523909.75,318378.6923
24891, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2524116.35,318388.7887
24892, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523569.87,318880.1985
24893, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2523541.604,318921.4428
24894, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2523542.832,318822.7429
24895, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523898,319336.5667
24896, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2523876.007,319295.5966
24897, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2523874.749,319396.8372
24898, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523883.642,318822.2918
24899, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2523909.14,318822.6087
24900, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2529922.83,319420.3414
24901, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2529978.507,319406.289
24902, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2529969.187,319100.0888
24903, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2529942.69,319099.6406
24904, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2530303.146,318832.8623
24905, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530317.286,318809.9135
24906, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530572.948,318907.9064
24907, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530571.874,318934.3043
24908, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2530313.637,318864.6116
24909, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530337.389,318876.3606
24910, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Square,2530465.468,318949.4579
24911, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530250.494,318960.6754
24912, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530298.564,319268.7545
24913, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530272.526,319263.8237
24914, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530596.291,319122.1242
24915, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530642.866,319122.8574
24916, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530672.522,318936.0219
24917, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530672.938,318909.6049
24918, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530603.929,318637.1865
24919, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530650.504,318637.9194
24920, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530656.016,318287.9644
24921, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530609.441,318287.2312
24922, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530592.525,318009.3816
24923, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530592.941,317982.965
24924, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530614.564,317962.0126
24925, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530661.139,317962.7462
24926, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530665.144,317708.4987
24927, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530618.569,317707.7655
24928,33-12-8A,OC,Inlet,699.72,24x24, , ,Stcbmh,2015,Square,2530609.042,317285.4533
24929, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530917.496,318939.8283
24930, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530917.906,318913.8316
24931, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530965.229,318957.1816
24932, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530943.841,318664.2097
24933, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530969.538,318664.6143
24934, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531003.229,318429.6311
24935, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531091.446,318381.4774
24936, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2530988.263,318403.9776
24937, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531103.646,318306.5707
24938, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531244.682,318281.6226
24939, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531247.774,318307.4378
24940, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531268.675,318328.3758
24941, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531480.343,318294.4647
24942, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square; In Grass,2531480.658,318322.4627
24943, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square; In Grass,2531666.144,318381.3737
24944, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531732.476,318363.8186
24945, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531715.408,318384.0902
24946, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531294.872,318328.7885
24947, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531668.117,319398.0514
24948, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531668.296,319371.5518
24949, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531751.56,319344.9105
24950, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531792.496,319404.6357
24951, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531733.058,319229.9865
24952, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531745.805,319088.0839
24953, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531745.981,319062.0846
24954, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531737.183,318915.5859
24955, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531773.303,318749.2877
24956, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531751.883,318732.8503
24957, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531752.267,318706.8534
24958, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531959.515,318094.9986
24959, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532146.008,318057.2349
24960, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532167.768,318075.9698
24961, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532141.477,318265.9513
24962, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532169.042,318268.6954
24963, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532144.016,318031.1106
24964, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532189.873,318027.4804
24965, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532139.539,317773.5088
24966, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532165.825,317771.0554
24967, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532100.924,317560.4344
24968, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532098.657,317534.5335
24969, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532115.403,317512.7245
24970, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532086.444,317423.3116
24971, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532087.671,317288.6003
24972, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532087.817,317262.6007
24973, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532135.761,317263.7837
24974, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532090.014,317114.4694
24975, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532089.375,316968.9441
24976, ,OC,CB (sump),0,42, , ,Stcbmh,2015,Round,2532089.64,316920.9452
24977, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532114.946,316900.5076
24978, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532085.944,316731.3481
24979, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2533223.263,318006.3794
24980, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2533223.626,317980.4821
24981, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532908.511,317984.9224
24982, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532902.877,317954.7436
24983, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532703.938,317796.1793
24984, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532724.908,317780.8093
24985, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532729.825,317754.1528
24986, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532712.642,317734.9075
24987, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532681.81,317732.1552
24988, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532585.159,317623.7994
24989, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2532410.629,317543.5722
24990, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532278.236,317510.2081
24991, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532141.39,317510.3
24992, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531947.118,317601.455
24993, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531938.402,317576.4291
24994, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531714.136,317732.9084
24995, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531544.962,317862.2884
24996, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531536.558,317837.6842
24997, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square; In Grass,2531474.125,317821.343
24998, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531280.929,317883.6506
24999, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531280.28,317857.7586
25000, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531300.734,317836.447
25001, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square; In Grass,2531149.049,317833.0657
25002, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531005.02,317938.263
25003, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square; In Grass,2530830.658,317950.6265
25004, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530993.81,317914.1417
25005, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531005.72,317885.6135
25006, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531030.047,317875.8845
25007, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530974.937,317303.2079
25008, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530956.801,317281.8752
25009, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531327.135,317836.5949
25010, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531326.541,317306.1235
25011, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531300.041,317305.9752
25012, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531283.039,317283.7286
25013, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531695.134,317715.2359
25014, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531695.638,317682.8141
25015, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531725.209,317656.4749
25016, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2532436.286,317547.7841
25017,33-14-81A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532860.366,317243.6598
25018,33-14-81,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532834.068,317243.2907
25019,33-14-80A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532863.67,316993.9824
25020,33-14-80,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532837.572,316993.6163
25021,33-14-5A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532816.684,316971.0041
25022,33-14-5,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532816.941,316924.5046
25023,33-14-3,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532838.849,316902.6257
25024,33-14-3A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532865.747,316903.003
25025,33-14-2A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532867.529,316733.186
25026,33-14-2,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532841.229,316733.0433
25027,33-14-2B,OC,Field Inlet,0, , , ,Stcbmh,2015, ,2533145.23,316734.6939
25028,33-14-2C,OC,Field Inlet,0, , , ,Stcbmh,2015, ,2532547.793,316731.4269
25029, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531703.817,317260.4189
25030, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531661.366,317285.8782
25031, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531314.818,317258.2086
25032, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2531000.937,317303.3532
25033, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531003.818,317256.4419
25034,33-12-7A,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530671.996,317302.5392
25035,33-12-8B,OC,Inlet,699.72,24x24, , ,Stcbmh,2015,Square,2530609.293,317253.7044
25036,33-12-9A,OC,Inlet,701.56,24x24, , ,Stcbmh,2015,Square,2530468.168,317305.8342
25037,33-12-10,OC,Inlet,705.61,42, , ,Stcbmh,2015,Round,2530295.742,317251.2237
25038,33-12-12A,OC,Field Inlet,711.06, , , ,Stcbmh,2015, ,2529828.296,317349.0969
25039,33-12-13C,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530268.618,317275.517
25040,33-12-13B,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530289.996,317299.3283
25041,33-12-13A,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530316.493,317299.7456
25042, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530260.519,317472.1954
25043, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530258.749,317818.1793
25044, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530305.087,317957.1741
25045, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530249.992,318140.7961
25046, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530266.588,318334.5424
25047, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530130.034,318381.0328
25048, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530137.167,318353.7077
25049, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2530246.976,318316.5723
25050, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530257.858,317977.9998
25051, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530279.09,317956.7646
25052, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530257.441,318004.4968
25053, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530457.958,317954.0468
25054, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2530275.166,317658.5602
25055, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2530275.376,317632.0609
25056,33-12-6A,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530629.075,316979.8273
25057,33-12-6,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2530676.57,316980.5747
25058,33-12-3,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2530948.246,316914.5581
25059,33-12-15,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531005.534,316960.7935
25060,33-12-15A,OC,Field Inlet,0, , , ,Stcbmh,2015, ,2531005.083,317108.7922
25061, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531316.73,316962.5048
25062, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531358.641,316916.8146
25063, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531733.64,316918.8773
25064, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2531705.079,316964.6406
25065, ,OC,CB (sump),0,42, , ,Stcbmh,2015,Round,2532162.635,316921.3464
25066,33-14-7A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532329.46,316990.825
25067,33-14-6A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532544.885,316969.3093
25068,33-14-6,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2532545.141,316923.0101
25069,33-14-8A,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2533129.282,316973.223
25070,33-14-8B,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2533129.111,317064.4646
25071, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2533266.986,317050.0725
25072, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531323.076,319368.9295
25073, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531322.893,319395.4291
25074, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531077.078,319367.2421
25075, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531070.796,319393.6994
25076, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531331.911,318972.3702
25077, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531391.255,319028.295
25078, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531290.507,318602.6308
25079, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2531264.519,318602.2381
25080, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526172.7,326538.3902
25081, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526172.69,326572.3901
25082, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2526467.889,326545.4938
25083, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526460.175,326578.607
25084, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526469.914,326580.876
25085, ,OC,Inlet,0,42, , ,Stcbmh,2015,Round,2526477.629,326547.7629
25086, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2526629.437,326730.65
25087, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2526658.704,326720.4302
25088, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526731.374,326887.2622
25089, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526738.503,326920.5062
25090, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526941.839,326842.2505
25091, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526948.534,326875.5847
25092, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527176.909,326849.4378
25093, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527175.898,326815.4529
25094, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527891.135,326907.232
25095, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527888.943,326869.2429
25096, ,OC,Inlet,0,12, , ,Stcbmh,2015,Square,2527797,326920.0312
25097, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527573.829,326893.8127
25098, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527579.62,326860.3095
25099, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527175.695,327204.1493
25100, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527233.881,327246.5574
25101, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2527204.258,327306.6531
25102,3,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526823.564,327317.1606
25103, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526830.692,327350.4046
25104, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2526760.066,327331.0618
25105, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526714.599,326971.1905
25106, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2526684.287,326977.6905
25107, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2525760.361,328172.4745
25108, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2525763.883,328127.7531
25109, ,OC,CB/MH,0,24x24, , ,Stcbmh,2015,Square,2525433.419,328311.2406
25110, ,OC,Inlet,0,24x24, , ,Stcbmh,2015,Square,2525371.986,328279.787
25111, ,OC,CB/MH,711.22,42, , ,Stcbmh,2015,Round,2522885.928,329663.4072
25112, ,OC,Inlet,711.16,24x30, , ,Stcbmh,2015,Rectangular,2522886.128,329692.4065
25113, ,OC,Inlet,714.18,24x30, , ,Stcbmh,2015,Rectangular,2523056.614,329698.4938
25114, ,OC,CB/MH,712.56,42, , ,Stcbmh,2015,Round,2523034.442,329688.7458
25115, ,OC,Inlet,712.9,24x30, , ,Stcbmh,2015,Rectangular,2523101.641,329697.3757
25116, ,OC,Inlet,712.74,24x30, , ,Stcbmh,2015,Rectangular,2523052.458,329662.486
25117, ,OC,Inlet,714.31,24x30, , ,Stcbmh,2015,Rectangular,2523230.327,329661.5017
25118, ,OC,Inlet,714.31,24x30, , ,Stcbmh,2015,Rectangular,2523230.472,329687.6614
25119, ,OC,Inlet,714.06,24x30, , ,Stcbmh,2015,Rectangular,2523703.321,329686.9443
25120, ,OC,Inlet,714.06,24x30, , ,Stcbmh,2015,Rectangular,2523695.635,329711.9495
25121, ,OC,CB/MH,711.21,42, , ,Stcbmh,2015,Round,2523952.133,329807.3869
25122, ,OC,Inlet,711.39,24x30, , ,Stcbmh,2015,Rectangular,2524048.864,329964.1133
25123, ,OC,Inlet,711.39,42, , ,Stcbmh,2015,Round,2524074.451,329958.6701
25124, ,OC,CB/MH,709.55,42, , ,Stcbmh,2015,Round,2524065.968,329844.5519
25125, ,OC,Inlet,710.45,24x30, , ,Stcbmh,2015,Rectangular,2523996.465,329869.1161
25126, ,OC,Field Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2524616.853,328498.7672
25127, ,OC,CB/MH,0,42, , ,Stcbmh,2015,Round,2524569.949,328504.2268
25128, ,OC,Field Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2524300.667,328536.3704
25129, ,OC,Field Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2524274.826,328539.2399
25130, ,OC,CB/MH,0,42, , ,Stcbmh,2015,Round,2524257.935,328468.6731
25131, ,OC,CB/MH,0,42, , ,Stcbmh,2015,Round,2524254.313,328426.9186
25132, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523808.123,328469.177
25133, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523806.697,328495.1376
25134, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523375.835,328438.7407
25135, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523375.987,328464.74
25136, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523404.709,328071.6814
25137, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523430.709,328071.5288
25138, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523403.26,327824.3866
25139, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523429.26,327824.2341
25140, ,OC,CB/MH,0,42, , ,Stcbmh,2015,Round,2523396.686,327734.2136
25141, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523094.572,327709.1962
25142, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523094.42,327683.1969
25143, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523765.234,327706.5466
25144, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523765.081,327680.5473
25145, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523795.902,327736.8671
25146, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523821.901,327736.7146
25147, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523822.467,327833.2127
25148, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2523796.467,327833.365
25149, ,OC,CB/MH,0,42, , ,Stcbmh,2015,Round,2524135.426,327742.1138
25150, ,OC,Inlet,0,24x30, , ,Stcbmh,2015,Rectangular,2524116.221,327759.64
