OBJECTID,MUNI_ID,MMSD_OWNER,MUNI_FEATURE_TYPE,RIM_ELEV,SIZE,STATUS,MUNI_OWNER,MMSD_FEATURE,YEAR_RECEIVED,NOTES,X_COORD,Y_COORD
7660, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515851.76,422279.8637
7661, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517574.548,422282.3332
7662, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525410.682,422285.0707
7663, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525486.92,422288.3657
7664, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525657.671,422290.0258
7665, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518251.661,422297.3706
7666, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520202.703,422302.3597
7667, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525525.238,422310.1471
7668, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524908.698,422310.2853
7669, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525677.51,422312.3784
7670, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520167.138,422312.3135
7671, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525851.92,422314.4929
7672, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526041.878,422314.9516
7673, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520191.089,422324.5565
7674, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520248.729,422326.2626
7675, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525496.387,422335.2465
7676, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525667.587,422336.071
7677, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525845.869,422337.4765
7678, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520213.388,422336.3964
7679, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520237.191,422348.4125
7680, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525438.342,422355.3741
7681, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525432.797,422359.4338
7682, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525466.246,422368.6457
7683, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526007.974,422369.4141
7684, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516754.385,422374.3222
7685, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516719.353,422374.6959
7686, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520132.908,422377.9941
7687, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520157.171,422389.7903
7688, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525685.347,422396.1306
7689, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525650.53,422398.3753
7690, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520170.629,422396.5649
7691, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525599.22,422399.143
7692, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524890.226,422406.5262
7693, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520206.797,422406.7949
7694, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525408.882,422457.8778
7695, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525649.473,422469.9736
7696, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526005.436,422510.1349
7697, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520054.154,422528.9446
7698, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520079.247,422540.0666
7699, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524477.248,422541.4039
7700, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525649.289,422545.8799
7701, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520092.242,422546.6381
7702, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524288.469,422547.771
7703, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519213.629,422563.9508
7704, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519180.934,422564.4783
7705, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524859.783,422565.1279
7706, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524779.801,422566.8034
7707, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520121.926,422571.5164
7708, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519579.843,422582.0626
7709, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519551.045,422582.3372
7710, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520930.442,422583.8047
7711, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520681.072,422584.4428
7712, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519083.913,422586.1059
7713, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520193.243,422586.2384
7714, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520496.862,422586.2772
7715, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520129.071,422586.722
7716, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520320.65,422587.0554
7717, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518940.083,422587.225
7718, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518864.783,422587.6945
7719, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524671.682,422586.9497
7720, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519967.746,422589.6426
7721, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518185.09,422595.2535
7722, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519526.681,422597.2555
7723, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518527.196,422598.472
7724, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519251.057,422599.3122
7725, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519094.964,422600.3129
7726, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518326.447,422600.7105
7727, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518935.566,422601.9697
7728, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518727.733,422603.0468
7729, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515277.069,422603.4405
7730, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518185.278,422607.241
7731, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524995.258,422605.7916
7732, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517994.463,422609.1495
7733, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515548.113,422610.1754
7734, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524262.705,422609.6646
7735, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517579.291,422611.843
7736, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517587.471,422612.1528
7737, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517367.56,422613.6409
7738, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525022.535,422612.1879
7739, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524312.291,422613.4339
7740, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521163.719,422615.5192
7741, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517069.156,422616.2335
7742, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516470.333,422618.0494
7743, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516683.043,422618.6609
7744, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526005.025,422621.7633
7745, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520930.715,422624.6672
7746, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520675.68,422626.3529
7747, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520489.864,422628.5031
7748, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519954.934,422628.6127
7749, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519654.831,422631.138
7750, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519536.002,422633.9821
7751, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519535.856,422631.7101
7752, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520193.89,422633.0956
7753, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518527.125,422633.7065
7754, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519095.769,422635.4939
7755, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519536.148,422636.2538
7756, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518326.572,422635.7479
7757, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525549.515,422634.9414
7758, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518936.446,422636.9828
7759, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518725.61,422638.5759
7760, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515267.759,422639.4375
7761, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517978.736,422644.0444
7762, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525038.694,422644.6104
7763, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520035.57,422644.4293
7764, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519655.369,422646.3138
7765, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519952.014,422647.4375
7766, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517367.309,422649.1264
7767, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515332.107,422650.4188
7768, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517069.02,422651.2055
7769, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515547.385,422651.6035
7770, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516470.94,422652.3564
7771, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515759.259,422652.5444
7772, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516649.88,422653.6031
7773, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521146.829,422653.6891
7774, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516232.696,422655.5956
7775, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520077.729,422654.4447
7776, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516715.491,422657.5608
7777, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516712.063,422657.8515
7778, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516708.635,422658.1418
7779, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521343.711,422657.6327
7780, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517582.196,422659.133
7781, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517542.726,422661.1822
7782, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525170.495,422662.2389
7783, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525183.212,422664.6192
7784, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516253.546,422666.8305
7785, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519498.001,422667.818
7786, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516685.084,422666.6021
7787, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525145.757,422666.8685
7788, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519467.16,422668.4807
7789, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519981.332,422668.611
7790, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521326.319,422669.5454
7791, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516668.186,422670.9076
7792, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516754.458,422671.2983
7793, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516255.806,422678.7871
7794, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520033.704,422680.7497
7795, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517099.119,422682.6005
7796, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2517132.473,422682.7524
7797, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525545.901,422682.7438
7798, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521379.596,422684.4623
7799, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516288.8,422684.8833
7800, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525485.905,422696.4964
7801, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525492.978,422696.5492
7802, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525517.48,422710.4491
7803, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521321.1,422719.038
7804, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519896.602,422791.2843
7805, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525812.641,422799.8427
7806, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525493.506,422805.511
7807, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525786.919,422841.1838
7808, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519889.503,422844.0755
7809, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516667.758,422846.1208
7810, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519913.629,422856.6818
7811, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516684.456,422862.2208
7812, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516717.593,422863.4899
7813, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519933.023,422865.8652
7814, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519959.346,422881.33
7815, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515170.262,422907.8448
7816, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516288.696,422912.4622
7817, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516255.381,422912.6728
7818, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515210.07,422920.6206
7819, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525442.877,422921.3788
7820, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519874.709,422963.9155
7821, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524926.455,422969.4463
7822, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519822.921,422971.8807
7823, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519910.899,422973.7875
7824, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524954.217,422974.9214
7825, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519847.093,422984.0244
7826, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521673.294,423004.2878
7827, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516752.441,423018.214
7828, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525442.21,423082.8316
7829, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525492.735,423099.9064
7830, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525482.449,423099.9802
7831, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515158.156,423103.1183
7832, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525517.043,423111.5363
7833, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525442.286,423112.1609
7834, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521737.825,423111.952
7835, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515386.238,423125.5408
7836, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515651.801,423127.2321
7837, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515876.409,423128.8095
7838, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515087.062,423132.9132
7839, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515106.505,423135.84
7840, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516649.762,423137.3282
7841, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521761.876,423153.9351
7842, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515151.296,423165.8108
7843, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515387.943,423167.2658
7844, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525491.178,423166.9509
7845, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515651.797,423168.9879
7846, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515877.824,423170.4991
7847, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516310.542,423170.6336
7848, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516533.55,423171.7245
7849, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516700.937,423172.5709
7850, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525484.422,423175.4935
7851, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516662.411,423176.8747
7852, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519716.164,423176.5204
7853, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516252.889,423184.1247
7854, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519742.33,423190.4393
7855, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519762.426,423200.9679
7856, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524884.068,423205.7231
7857, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524911.931,423211.5505
7858, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519786.328,423212.7766
7859, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525435.525,423286.8125
7860, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519635.175,423331.774
7861, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519659.481,423344.0329
7862, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525457.211,423345.3465
7863, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519681.573,423355.8911
7864, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526111.738,423360.6467
7865, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525901.287,423359.441
7866, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526162.903,423361.44
7867, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526547.756,423362.5315
7868, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526520.475,423362.6591
7869, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526787.338,423363.3704
7870, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521909.165,423366.5699
7871, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519705.68,423367.5256
7872, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521880.857,423381.7382
7873, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526102.312,423393.9999
7874, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526191.414,423394.6968
7875, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526493.171,423395.7312
7876, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526163.289,423394.7365
7877, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526786.972,423396.6112
7878, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516716.818,423398.5111
7879, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516752.083,423398.6121
7880, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516666.274,423403.5324
7881, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516683.274,423403.5327
7882, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525914.7,423412.8178
7883, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525876.179,423414.3044
7884, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525458.301,423416.7558
7885, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526520.982,423422.7026
7886, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526553.587,423422.8732
7887, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2514988.33,423426.2427
7888, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525496.505,423446.8945
7889, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519564.452,423467.1212
7890, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525465.2,423468.4158
7891, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525462.976,423477.7836
7892, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519588.347,423479.9381
7893, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524834.294,423481.0372
7894, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524861.947,423486.6323
7895, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519610.542,423491.6871
7896, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525503.564,423496.9997
7897, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526162.781,423500.3541
7898, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519634.909,423503.6949
7899, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525424.119,423510.8367
7900, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521263.999,423518.0952
7901, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521304.307,423518.1214
7902, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525414.142,423522.9561
7903, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525460.714,423524.2356
7904, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2521225.84,423526.0384
7905, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520743.067,423529.9321
7906, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520572.448,423531.3907
7907, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525448.976,423531.8173
7908, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525823.921,423532.8235
7909, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519589.207,423532.1745
7910, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520232.292,423534.292
7911, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519893.991,423536.7119
7912, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526161.918,423556.7979
7913, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526123.598,423555.2385
7914, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520743.054,423572.7755
7915, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520548.843,423575.2004
7916, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520906.602,423575.8293
7917, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520209.43,423579.8605
7918, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519869.137,423582.2387
7919, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520954.769,423584.6977
7920, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520593.024,423591.7784
7921, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2520252.612,423595.6255
7922, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519915.55,423598.0816
7923, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526179.684,423604.0146
7924, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526540.203,423629.1002
7925, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516281.089,423640.2488
7926, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515157.118,423645.1694
7927, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515381.72,423645.6779
7928, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515667.224,423647.2006
7929, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515867.41,423648.7622
7930, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516265.041,423651.0454
7931, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524829.908,423652.6832
7932, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525418.287,423653.0874
7933, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516320.398,423661.7678
7934, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2524798.524,423666.2635
7935, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515387.329,423678.1943
7936, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515162.628,423679.5732
7937, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519454.379,423678.2323
7938, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515661.466,423680.0427
7939, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525504.171,423679.0525
7940, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525449.298,423679.8941
7941, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2515862.205,423681.9511
7942, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516708.328,423681.4295
7943, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516265.2,423683.8028
7944, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2525479.743,423690.5381
7945, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518296.388,423691.2169
7946, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518263.646,423694.8186
7947, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516716.345,423696.5154
7948, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2516751.19,423698.0863
7949, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519479.556,423701.4885
7950, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2514892.804,423705.3327
7951, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519495.73,423710.1519
7952, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518240.558,423718.0547
7953, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519519.927,423723.2949
7954, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526396.821,423728.2818
7955, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2526427.861,423738.1715
7956, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518441.231,423739.7998
7957, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518240.199,423751.0498
7958, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2519387.491,423765.8092
7959, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518432.422,423771.2184
7960, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518296.527,423774.742
7961, ,GL,CATCH BASIN,0, , , ,StormPoints,2015, ,2518262.756,423775.1586
