city_name,city_id,lat,lng
West Bend,1,43.427584557274,-88.2447252197533
West Bend,2,43.4387206802898,-88.2164479347587
West Bend,3,43.4387654366929,-88.2170858949802
West Bend,4,43.4387679157003,-88.2172119819382
West Bend,5,43.4391074629192,-88.217219909493
West Bend,6,43.4414374676317,-88.2277673365842
West Bend,7,43.4396673802817,-88.2288480223999
West Bend,8,43.4373660060994,-88.2275725605697
West Bend,9,43.4378860155874,-88.22710642623
West Bend,10,43.4364465131654,-88.2270844016121
West Bend,11,43.4360354158948,-88.2268309056979
West Bend,12,43.4358411499436,-88.230203181031
West Bend,13,43.4386494619605,-88.2189675716124
West Bend,14,43.4395159606485,-88.2191229449998
West Bend,15,43.443158410371,-88.2184418429541
West Bend,16,43.4416851403085,-88.2210347191685
West Bend,17,43.426902221603,-88.2074643524646
West Bend,18,43.3977740779491,-88.1891502929454
West Bend,19,43.4230900850974,-88.2254532886707
West Bend,20,43.3977394516475,-88.199484544843
West Bend,21,43.4011870447441,-88.1947245339059
West Bend,22,43.4019188332786,-88.1950409540538
West Bend,23,43.395428403977,-88.1927137979082
West Bend,24,43.4224286976805,-88.2251674082408
West Bend,25,43.4221800309239,-88.2251724239653
West Bend,26,43.3953002043241,-88.1929607926223
West Bend,27,43.3950842324359,-88.1937838438024
West Bend,28,43.4213222233425,-88.2077937199523
West Bend,29,43.4213340081026,-88.2075222996253
West Bend,30,43.4270932869208,-88.2203597455685
West Bend,31,43.4193303469139,-88.223574897619
West Bend,32,43.4156951388943,-88.1567408196461
West Bend,33,43.4242646842341,-88.1915171342871
West Bend,34,43.431781620949,-88.1827325532245
West Bend,35,43.4318595031254,-88.1827843832599
West Bend,36,43.4320015932481,-88.1820270657165
West Bend,37,43.4320659928522,-88.181940032444
West Bend,38,43.4312788678123,-88.156709890189
West Bend,39,43.4313008158246,-88.1575232504476
West Bend,40,43.422676391673,-88.1798011643168
West Bend,41,43.4402917918787,-88.184397485045
West Bend,42,43.4402733157413,-88.1843641057969
West Bend,43,43.440343884268,-88.1842914872587
West Bend,44,43.4401571673834,-88.1841449715989
West Bend,45,43.4401469226605,-88.1842661820841
West Bend,46,43.4401143728916,-88.184277664508
West Bend,47,43.4401995862234,-88.1843554391967
West Bend,48,43.4409083500006,-88.1834939297578
West Bend,49,43.4409319258186,-88.1834668753024
West Bend,50,43.4410226527469,-88.1835471075467
West Bend,51,43.4410820600869,-88.1835838006937
West Bend,52,43.4417368445728,-88.1826855032001
West Bend,53,43.4417649808267,-88.1826572000096
West Bend,54,43.3960316300848,-88.1851305783024
West Bend,55,43.4296274938002,-88.2170266316935
West Bend,56,43.429613998594,-88.2165516414045
West Bend,57,43.3984052996422,-88.1849124593449
West Bend,58,43.3983494855721,-88.1853294991609
West Bend,59,43.3981312195993,-88.1853342965557
West Bend,60,43.3980073600888,-88.1853394098823
West Bend,61,43.4225453341042,-88.1434576515266
West Bend,62,43.4227681748778,-88.1434678034901
West Bend,63,43.4229639752517,-88.143471941871
West Bend,64,43.4234280814783,-88.1434851522441
West Bend,65,43.4238043685065,-88.1419881841565
West Bend,66,43.4237879737655,-88.1415370523301
West Bend,67,43.4234608303115,-88.1414993769213
West Bend,68,43.4228884499459,-88.1414293754893
West Bend,69,43.4284410194165,-88.2158575382576
West Bend,70,43.4280800959291,-88.2158475038375
West Bend,71,43.4274781512486,-88.2152216945946
West Bend,72,43.4279128521027,-88.2143903522657
West Bend,73,43.427862704617,-88.2140720577382
West Bend,74,43.4278756255377,-88.2132572830228
West Bend,75,43.4278525606132,-88.2132202651595
West Bend,76,43.427879177826,-88.2124619132212
West Bend,77,43.4278602754536,-88.2122445458176
West Bend,5893,43.4304848734626,-88.162469572172
West Bend,78,43.4278318040702,-88.2119102622235
West Bend,79,43.4274895281595,-88.2119095317439
West Bend,80,43.4274068220733,-88.2119847101299
West Bend,81,43.4500161561308,-88.1801610602147
West Bend,82,43.4500143764175,-88.180281602745
West Bend,83,43.4527308564513,-88.180573363643
West Bend,84,43.4527016738597,-88.1807053675728
West Bend,85,43.4524783344233,-88.1798639176977
West Bend,86,43.4523447262559,-88.1803921991891
West Bend,87,43.4523322975048,-88.180522781653
West Bend,88,43.4518284805723,-88.1802011986938
West Bend,89,43.4518122475233,-88.1803329065531
West Bend,90,43.4509072328377,-88.1801638505903
West Bend,91,43.450904117512,-88.180294066223
West Bend,92,43.4382689271439,-88.2153533097466
West Bend,93,43.4381926821761,-88.2153067644448
West Bend,94,43.4390213138556,-88.2145526558133
West Bend,95,43.4389887389851,-88.2144378320693
West Bend,96,43.4398497257948,-88.2153460916772
West Bend,97,43.4407268532918,-88.2149058277321
West Bend,98,43.433139362669,-88.2305501566422
West Bend,99,43.4331400425873,-88.2306828752647
West Bend,100,43.43157680784,-88.2311887171058
West Bend,101,43.4314162410965,-88.2312865856075
West Bend,102,43.4315065761084,-88.231294312661
West Bend,103,43.4314153680082,-88.231862733595
West Bend,104,43.4315530137054,-88.2319575738026
West Bend,105,43.4315493775333,-88.2318221212085
West Bend,106,43.4323805005927,-88.231975863813
West Bend,107,43.4324671924376,-88.2319808725521
West Bend,108,43.4324630997452,-88.231849197492
West Bend,109,43.432378808699,-88.2318441181312
West Bend,110,43.4326355292425,-88.2330745831734
West Bend,111,43.4326369496687,-88.2332110434836
West Bend,112,43.4325957182258,-88.2332621361275
West Bend,113,43.432485342554,-88.2332672273437
West Bend,114,43.4319376475434,-88.2330525101896
West Bend,115,43.4319409395854,-88.233187973684
West Bend,116,43.4315170815021,-88.2329847198314
West Bend,117,43.4315545706863,-88.2330467015122
West Bend,118,43.4315755783669,-88.2331854153883
West Bend,119,43.4313971113364,-88.2331793067071
West Bend,120,43.4313980764556,-88.233041838029
West Bend,121,43.4305281043856,-88.2334822702499
West Bend,122,43.4306059241947,-88.2335459034479
West Bend,123,43.4301535528039,-88.234673615822
West Bend,124,43.4300787008155,-88.2345910686264
West Bend,125,43.4293535897479,-88.2349830187021
West Bend,126,43.4293441979333,-88.234841148626
West Bend,127,43.4283108893402,-88.2348335047542
West Bend,128,43.4283106303627,-88.2350057751235
West Bend,129,43.4331926139651,-88.216005780853
West Bend,130,43.4331910412026,-88.2160039443263
West Bend,131,43.4330082144641,-88.215993306669
West Bend,132,43.4381435308851,-88.2156881496052
West Bend,133,43.4386230607474,-88.2164460921683
West Bend,134,43.4387216797866,-88.2172717109761
West Bend,135,43.438623662819,-88.2172774111291
West Bend,136,43.4391130562678,-88.2170945259543
West Bend,137,43.4387430496394,-88.2186993276352
West Bend,138,43.43874733626,-88.2189637612298
West Bend,139,43.4418316727145,-88.1827506944799
West Bend,140,43.441884642033,-88.1827504177989
West Bend,141,43.4275415696468,-88.1825294373916
West Bend,142,43.4275720133633,-88.1823945229298
West Bend,143,43.4278992867394,-88.1827789303231
West Bend,144,43.4279274078737,-88.1827999745229
West Bend,145,43.4280088093121,-88.1827036649572
