city_name,city_id,lat,lng
Whitefish Bay,3,43.1239614996498,-87.9080145804454
Whitefish Bay,4,43.123956964889,-87.9078751630778
Whitefish Bay,5,43.1239736100679,-87.9089958580941
Whitefish Bay,6,43.1239746635909,-87.9091372681451
Whitefish Bay,7,43.1239937120351,-87.9102260324004
Whitefish Bay,8,43.1238578489125,-87.9029963288235
Whitefish Bay,9,43.1238589393373,-87.9030927744944
Whitefish Bay,10,43.1239911301051,-87.9103750606554
Whitefish Bay,11,43.1239836498166,-87.9102385540936
Whitefish Bay,12,43.123908912515,-87.9066515675709
Whitefish Bay,13,43.1239958355343,-87.9114680624659
Whitefish Bay,14,43.123903657038,-87.9065243525405
Whitefish Bay,17,43.1233771000272,-87.9019524621061
Whitefish Bay,19,43.1233667176472,-87.9018591464828
Whitefish Bay,20,43.1232474219779,-87.9018641804344
Whitefish Bay,22,43.1223845730595,-87.9030403436871
Whitefish Bay,23,43.1224078132926,-87.9043256443176
Whitefish Bay,24,43.1224519451158,-87.906789542941
Whitefish Bay,25,43.1224412482212,-87.9065669733343
Whitefish Bay,26,43.1224382572338,-87.9066841641262
Whitefish Bay,28,43.1223719490944,-87.904133913171
Whitefish Bay,29,43.1223499407359,-87.9031623675308
Whitefish Bay,30,43.1223234358269,-87.9017797628089
Whitefish Bay,31,43.1200819691928,-87.9054020455992
Whitefish Bay,34,43.1195700985991,-87.8995879273976
Whitefish Bay,35,43.1195657999197,-87.899494408747
Whitefish Bay,36,43.1196240451179,-87.9030489224371
Whitefish Bay,37,43.1196832375918,-87.9067682595229
Whitefish Bay,39,43.1196141037242,-87.904404616411
Whitefish Bay,40,43.119653023129,-87.9066503384652
Whitefish Bay,41,43.1196138772496,-87.9045460604048
Whitefish Bay,43,43.1195772723122,-87.9028238552548
Whitefish Bay,44,43.1195554990541,-87.902805869406
Whitefish Bay,50,43.1194830423482,-87.9045299413676
Whitefish Bay,51,43.119446065659,-87.9027037832187
Whitefish Bay,52,43.1195055979218,-87.9060306366863
Whitefish Bay,53,43.1194423205742,-87.9029427604886
Whitefish Bay,60,43.118930278594,-87.909166597998
Whitefish Bay,61,43.1189310588151,-87.9093304853867
Whitefish Bay,62,43.118610181188,-87.9043060478159
Whitefish Bay,63,43.1185056931855,-87.8991309076725
Whitefish Bay,64,43.1185971008611,-87.90412666004
Whitefish Bay,65,43.118502572313,-87.8992452860737
Whitefish Bay,66,43.1185533236099,-87.9021040657445
Whitefish Bay,67,43.1186362896633,-87.9066804928013
Whitefish Bay,68,43.1186335809613,-87.9069063177995
Whitefish Bay,69,43.1187158957347,-87.911621396926
Whitefish Bay,70,43.1186846488878,-87.9103907733386
Whitefish Bay,71,43.1186852537333,-87.9105031503923
Whitefish Bay,72,43.1184746915082,-87.8990776481568
Whitefish Bay,73,43.1185289388606,-87.9020374644379
Whitefish Bay,76,43.1185280420976,-87.9025891807461
Whitefish Bay,77,43.1185498322818,-87.904065526223
Whitefish Bay,78,43.1185541141848,-87.9043772829741
Whitefish Bay,79,43.118563135465,-87.9049698714641
Whitefish Bay,80,43.1184305233083,-87.8979767331285
Whitefish Bay,81,43.1185869997617,-87.9066212995739
Whitefish Bay,83,43.1185924774211,-87.9069704813836
Whitefish Bay,84,43.118602764807,-87.9077260034442
Whitefish Bay,128,43.1160473475657,-87.9016796613515
